##### MuCjam al-buldan 
الآبار	بِئْر
إنبط	NOTFOUND
إنبطة	NOTFOUND
أنبل	أَنْبَل,نَبُل,نَبَل
أنبلونة	NOTFOUND
أنبير	NOTFOUND
إنتان	NOTFOUND
أنتقيرة	NOTFOUND
أنجافرين	NOTFOUND
أنج	نَجَّى,أَنْجَى,نَجا
أنجل	نَجَل,ٱِنْجَلَى,أَنْجَل
أنحاص	ٱِنْحاص
أنحل	أَنْحَل,نَحَل-َ,نَحِل-َ,ٱِنْحَلّ,نَحُل,نَحَل-َُ
أنخل	نَخَل,أَنْخِيل
أندان	NOTFOUND
أنداق	NOTFOUND
أندامش	NOTFOUND
أندجن	NOTFOUND
أندخوذ	NOTFOUND
أنددي	NOTFOUND
أندراب	NOTFOUND
أندرابة	NOTFOUND
أندراش	NOTFOUND
اندزهل	NOTFOUND
أندرين	أَنْدَر
أندس	ٱِنْدَسّ,نَدَس,ٱِنْداس
أندغن	NOTFOUND
أندق	ٱِنْدَقّ
أندكان	NOTFOUND
الأندلس	أَنْدَلُس
أندوان	NOTFOUND
أندوشر	NOTFOUND
أندة	نَدَه-َ,نَدِي-َ,نَدَّى,نَدا,أَنْدَى,نَدّ-ِ,ناد
أنساباذ	NOTFOUND
إنسان	إِنْسان
الأنسر	NOTFOUND
أنشاج	NOTFOUND
أنشاق	NOTFOUND
أنشام	NOTFOUND
أنشميثن	NOTFOUND
أنصاب	نَصْب,نُصْب,نَصَب
أنصنا	ناص,نَصّ
أنطابلس	NOTFOUND
أنطاق	NOTFOUND
أنطاكية	أَنْطاكِيّ,أَنْطاكِيَّة
أنطالية	NOTFOUND
أنطرطوس	NOTFOUND
أنطليش	NOTFOUND
الأنعمان	أَنْعَم
الأنعم	أَنْعَم,نِعْمَة
أنف	نَفَى,نَفا,أَنِف-َ,ناف,أَنُوف,أَناف,أَنْف,نَفّ-ِ
أنفة	نَفَى,نَفا,أَنِف-َ,أَنَفَة,أَناف,ناف,أَنُوف,أَنْف,نَفّ-ِ
أنقد	أَنْقَد,ٱِنْقاد,نَقَد,ٱِنْقَدّ
أنقرة	نَقَّر,نَقَر,أَنْقَرَة
أنقلقان	NOTFOUND
الأنقور	NOTFOUND
أنكاد	نَكْد,نَكِد
الأنكبردة	NOTFOUND
إنكجان	NOTFOUND
انكفردر	NOTFOUND
الأنواص	NOTFOUND
الأنواط	نَوْط
أنور	أَنْوَر,نَوَّر
الأنيس	أَنِيس
أنيسون	أَنِيسُون,أَنِيس
الأنيعم	NOTFOUND
الأوار	أُوار
أوارة	وارَى,أُوار
الأواشح	NOTFOUND
أواق	أُوقِيَّة
أوال	والَى
أوانا	أَوَى-ِ,أَوان,أَوَّى
أوان	أَوان,إِناء
الإوانة	NOTFOUND
أوائن	NOTFOUND
أوب	أَوَّب,أَوْب
أوبر	أَوْبَر,وَبِر-َ
أوبه	وَبَه-َ,أَوَّب,أَوْبَه,أَوْبَة,أَوْب
أوثنان	NOTFOUND
أوجار	وَجْر
أوج	أَوْج
أوجلة	أَوْجَل
أوجلى	NOTFOUND
الأوداء	NOTFOUND
الأودات	NOTFOUND
أود	أَوِد-َ,وَدّ-َ,أَوَّد,أَوْدَى,أَوَد
أودن	أَوِد-َ,أَوَّد
أودنة	أَوَّد
الأودية	وادِي
أوذ	NOTFOUND
أوذغست	NOTFOUND
اوراس	أَوْراس
أورال	وَرَل
أوربة	وَرَّب,أَوْرَب
أور	أُور,أَوْرَى,وَرَّى
أورفي	NOTFOUND
أورل	NOTFOUND
أورم	وَرَّم,أَوْرَم
أوريشلم	NOTFOUND
أوريط	NOTFOUND
أورين	أَوْرَى
أوريولة	NOTFOUND
الأوزاع	أَوْزاع
أوزكند	NOTFOUND
الأوسج	NOTFOUND
أوس	أَوْسَى,أَوْس
الأوسية	NOTFOUND
أوش	وَشَّى
الأوطاس	NOTFOUND
الأوعار	وَعْر
أوعال	وَعْل
أوقانيه	NOTFOUND
أوقح	وَقُح,وَقِح-َ
أوقضى	NOTFOUND
أوقع	أَوْقَع,وَقَّع,وُقِّع
أوق	أَوَّق
أوقيانوس	NOTFOUND
الأولاج	NOTFOUND
أولاس	NOTFOUND
أولب	NOTFOUND
أول	وَلَّى,أَوَّل,أَوْلَى,أُول
أوليل	NOTFOUND
أومة	أُوم
أون	أَوْن,وَنَّى,وَنِي-َ,وَنّ-ِ
أونبة	NOTFOUND
أونيك	وَنَّى
أوه	أَوَّه,وَهِي-َ,أَوْهَى
أويش	NOTFOUND
إهاب	إِهاب
إهالة	NOTFOUND
أهجم	هَجَم,أَهْجَم,هَجَّم
الأهرام	هَرَم
أهر	هار,هَرا,وَهَر-ِ,هَرّ-ِ
إهريت	NOTFOUND
إهريج	NOTFOUND
أهلم	هَلَّم
الأهمول	NOTFOUND
أهناس	NOTFOUND
الأهواز	أَهْواز
أهوى	هَوَى-ِ,هَوَّى,هَوِي-َ,أَهْوَى
الأهيل	NOTFOUND
أياء	NOTFOUND
الإياد	NOTFOUND
الأيأل	NOTFOUND
أياير	NOTFOUND
إيبسن	NOTFOUND
إيج	NOTFOUND
إيجلن	NOTFOUND
إيجلي	NOTFOUND
إيجلين	NOTFOUND
أيد	أَيَّد,يَد
أيدم	NOTFOUND
أيذج	NOTFOUND
إيذوج	NOTFOUND
إيران	إِيران
إيراياذ	NOTFOUND
إيراهستان	NOTFOUND
إيرج	NOTFOUND
أير	NOTFOUND
إير	إِير
إيرام	NOTFOUND
الأيسر	أَيْسَر
الأيسن	NOTFOUND
الإيغاران	NOTFOUND
أيغان	NOTFOUND
إيك	NOTFOUND
أيك	أَيّ,أَيْكَة
الأيكة	أَيْكَة
إيلاق	NOTFOUND
إيلان	NOTFOUND
أيلة	أَيِّل
إيلياء	NOTFOUND
الأيم	أَيِّم
أين	أَيْنَ,أَيَّن
ايناون	NOTFOUND
الإيواز	NOTFOUND
الإيوان	إِيوان
أيهات	NOTFOUND
أيهب	NOTFOUND
أيهم	أَيّ
أية	أَيّ
البئر	بِئْر
بابان	إِبّان,باب
الباب	لَبَب,باب,لُبّ
باب	آب,أَب,باب,إِبّ
بابرتي	إِبْرَة
بابرت	NOTFOUND
بابسير	NOTFOUND
بابش	NOTFOUND
بابشير	أَبْشِير
بابغيش	NOTFOUND
بابقران	NOTFOUND
بابلا	بابِل
بابل	إِبْل,بابِل
بابليون	بابِلِيّ
بابونيا	NOTFOUND
بابه	بابِه,آب,باب,آبِه,أَبَه
البابة	بابِه,لَبَب,لُبّ
بابين	أَبْيَن,باب,آبِي
باتكرو	NOTFOUND
باجاخسرو	NOTFOUND
باجبارة	إِجْبار
الباج	NOTFOUND
باجخوست	NOTFOUND
باجدا	NOTFOUND
باجرا	NOTFOUND
باجربق	NOTFOUND
باجرما	NOTFOUND
باجرمق	NOTFOUND
باجروان	NOTFOUND
باجسري	جِسْر
باجميري	NOTFOUND
باجنيس	NOTFOUND
باجوا	NOTFOUND
باجة	باجَه
باحسيثا	NOTFOUND
باحمشا	NOTFOUND
باخديدا	NOTFOUND
باخرز	NOTFOUND
باخمرا	NOTFOUND
باخوخا	NOTFOUND
باخة	باخ
باداما	NOTFOUND
بادران	دَرَن
بادرايا	NOTFOUND
بادس	NOTFOUND
بادن	بادِن
بادوريا	NOTFOUND
بادولي	NOTFOUND
البادية	بادِيَة,بادِي
باذبين	NOTFOUND
باذ	باذّ
باذغيس	NOTFOUND
باذن	آذِن,إِذْن,أُذُن
الباذنجانية	NOTFOUND
باذورد	NOTFOUND
باراب	آراب,إِرْب
باران	بارّ
بارجاخ	NOTFOUND
بارجان	NOTFOUND
بارديزه	NOTFOUND
بار	بارّ,بار,آر
بارسكث	NOTFOUND
بارق	آرِق,أَرِق,أَرَق,أَرَقّ,بارِق
باركث	NOTFOUND
بارما	بارْما
بارناباذ	NOTFOUND
بارنبار	NOTFOUND
بارنجان	NOTFOUND
باروا	بار,بارَى
باروذ	NOTFOUND
باروس	NOTFOUND
باروسما	NOTFOUND
باروشة	أَرْش
البارة	بارّ
بارين	بارّ,بارَى
باري	بارِي,بارّ,آري,أَري,آرِيّ,آر,بارَى
بازبدى	NOTFOUND
باز	بازِي,باز,أَزّ
بازة	أَزّ,باز
بازفت	NOTFOUND
بازكل	NOTFOUND
بازكند	NOTFOUND
بازوغى	NOTFOUND
باسبيان	NOTFOUND
الباسرة	NOTFOUND
باسلامة	إِسْلام
باسند	NOTFOUND
باسورين	NOTFOUND
باسيان	أَسْيان
باسين	أُسّ,آسِي,آس
باشان	باشان,باشّ
باشتان	باشّ
باشزى	NOTFOUND
باشغرد	NOTFOUND
باشك	باش,باشِك,باشّ,باشَك
باشمنايا	NOTFOUND
باشو	باشّ
باشيا	NOTFOUND
باشينان	NOTFOUND
باصر	إِصْر,باصِر
باصفرا	NOTFOUND
باصلوخان	NOTFOUND
باضع	باضَع
باطرقان	NOTFOUND
باطرنجى	NOTFOUND
باعث	باعِث
باعجة	NOTFOUND
باعذرا	NOTFOUND
باعربايا	NOTFOUND
باعشيقا	NOTFOUND
باعقوبا	NOTFOUND
باعيناثا	NOTFOUND
باغاية	NOTFOUND
باغز	NOTFOUND
باغش	NOTFOUND
باغ	باغِي
باغك	NOTFOUND
باغناباذ	NOTFOUND
باغند	NOTFOUND
باغون	باغِي
باغة	باغَة
بافخاري	NOTFOUND
بافد	NOTFOUND
باف	إِف
بافكى	إِفْك,أَفْك
باقدارى	قَدْر,قَدَر
باقدرا	NOTFOUND
باقرحا	NOTFOUND
باقردى	NOTFOUND
الباقرة	NOTFOUND
باقسياثا	NOTFOUND
باقطايا	NOTFOUND
باقطنايا	NOTFOUND
باكسايا	NOTFOUND
باكلبا	NOTFOUND
باكويه	NOTFOUND
باكة	NOTFOUND
بالا	بال,أَلّا
البالدية	NOTFOUND
بالس	NOTFOUND
بالعة	NOTFOUND
بالقان	NOTFOUND
بالك	آل,بال
بالوان	لَوْن,أَلْوان
بالوجوزجان	NOTFOUND
بالوز	وَزّ,وَزَّة
بالو	أُلُو,بالِي
بالة	آل,بالَة,إِلٰه,بال,آلَة
باماورد	NOTFOUND
بامردنى	NOTFOUND
بامردي	أَمْرَد
بامنج	NOTFOUND
بامهر	NOTFOUND
باميان	NOTFOUND
بامئين	NOTFOUND
باناس	إِنْسان,إِنْس
بانب	أَنَبَة
بانبورا	NOTFOUND
بانقوسا	NOTFOUND
بانقيا	NOTFOUND
بانك	آنُك,آن,بِأَنَّ
البان	أَلْبانِيّ,لَبَن
بان	آن,بانِي,بِأَنَّ,بِأَن,بان-ِ
بانوب	NOTFOUND
باوجان	NOTFOUND
باور	أُور,باوِر
باورد	NOTFOUND
باوشنايا	NOTFOUND
باول	أَوَّل,باوِل,أُول
بايان	أَيان,إِيان,باي
بايات	باي,آيَة
ببا	NOTFOUND
ببز	بَزّ,بُزّ
ببشتر	NOTFOUND
ببشى	NOTFOUND
ببق	بَقّ
ببليون	بِلْيُون
ببمبم	NOTFOUND
ببنة	بُنّ
ببة	NOTFOUND
ببيج	NOTFOUND
بتا	بَتّ
بتان	NOTFOUND
البت	أَلَب,بَتّ,أَلَّب
بتخذان	NOTFOUND
البتراء	أَبْتَر,بِتْراء
بتران	تران
بتر	أَبْتَر,بَتْر,بَتَر
بترير	NOTFOUND
بتسابور	NOTFOUND
بتعة	NOTFOUND
بتمار	NOTFOUND
البتم	أَلَب,أَلَّب
بتنين	تَنِّين,تِنِّين
بتيل	NOTFOUND
بتيلة	NOTFOUND
بتينق	NOTFOUND
البثاء	NOTFOUND
البثراء	NOTFOUND
البثر	بَثْر,بَثِر
بثرون	NOTFOUND
البثنون	NOTFOUND
البثنة	NOTFOUND
البثنية	NOTFOUND
بثينة	بُثَيْنَة
البجادة	NOTFOUND
بجان	جانِي,جان
بجانة	NOTFOUND
بجاوة	جاوَه
بجاية	NOTFOUND
بجدان	NOTFOUND
البجرات	NOTFOUND
بجستان	NOTFOUND
البجسة	NOTFOUND
بجمزا	NOTFOUND
بجوار	جارِيَة,جِوار
البجوم	بَجْم
بجة	NOTFOUND
بحار	حارّ,بَحّار,بَحْر
بحت	بَحّ,بَحْت,باح
بحتر	بُحْتُر,حُتُر,حِتار
بحران	حَرّان,بَحْر,بُحْران
بحثر	بَحْثَر
بحرة	حُرّ,حَرَّة,بَحْر,حَرّ,بَحَّر,بَحْرَة
البحرة	بَحْرَة
البحرين	بَحْرَيْنِ,بَحْر
بحطيط	NOTFOUND
بحير	حَيْر
بحراباذ	NOTFOUND
بحيراباذ	NOTFOUND
البحيرة	بُحَيْرَة
بخارى	بُخار,بُخارِيّ
البخارية	بُخارِيّ
بخجرميان	NOTFOUND
البخراء	NOTFOUND
بدا	بَدا,بُدّ,بَدّ
بداكر	NOTFOUND
بدالة	دالّ,دالَّة,دال,بَدّالَة,بَدّال
البدائع	بَدِيعَة
بدبد	NOTFOUND
بدخكث	NOTFOUND
بدر	بَدْر,بَدَر,دَرّ,دُرّ
بدس	NOTFOUND
بدلان	NOTFOUND
بدليس	NOTFOUND
بدن	بَدُن,باد-ِ,بَدِين,بَدَن
بدوتان	NOTFOUND
بدوة	بَدَوِيّ,بَدا,بَدّ
بدهة	بَدَه-َ
بديانا	دِيانا
بديع	بَدِيع
البديعة	بَدِيعَة
بدين	دِين,دَيِّن,دَيْن,بَدِين
البدية	NOTFOUND
البدي	NOTFOUND
بذان	NOTFOUND
البذان	NOTFOUND
بذخشان	NOTFOUND
بذخش	NOTFOUND
بذ	بَذّ
بذر	بَذَّر,بَذْر,بَذَر,ذَرّ
البذرمان	NOTFOUND
بذش	NOTFOUND
بذقون	ذَقْن
بذندون	NOTFOUND
بذيخون	NOTFOUND
بذيس	NOTFOUND
براءان	NOTFOUND
البرابي	بِرْبَة
براثا	NOTFOUND
برارجان	NOTFOUND
براش	بَراش
براعيم	بُرْعُوم
براغيل	NOTFOUND
براقش	بِرْقِش
براق	بَرّاق,بُراق,راقِي,راق
براقة	بَرّاق,راق
براكد	راكِد
برام	رامِي,بُرْمَة,رام
البرامكة	NOTFOUND
بران	NOTFOUND
براوستان	NOTFOUND
براهان	NOTFOUND
البراهق	NOTFOUND
برباط	رِباط
بربخ	بَرْبَخ
البربر	بَرْبَرِيّ
بربرة	بَرْبَر,بَرْبَرِيّ
بربروس	NOTFOUND
بربسما	NOTFOUND
بربشتر	NOTFOUND
بربطانية	NOTFOUND
بربعيص	NOTFOUND
بربغ	NOTFOUND
بربيطياء	NOTFOUND
البرتان	NOTFOUND
برت	بَرّ-ِ,بَرَى-ِ,بار,رُتّ
برثان	NOTFOUND
برث	رَثّ
برثم	NOTFOUND
برثة	رِثَّة,رَثّ
برجان	بُرْج
البرج	بُرْج
برج	رَجّ,بُرْج
برجد	NOTFOUND
برجلان	بَرْجَل
البرجلانية	NOTFOUND
برجمة	بُرْجُمَة,رُجْمَة,رَجْم
برجمين	NOTFOUND
برجونية	NOTFOUND
برجة	رَجّ,رَجَّة,بُرْج
برحايا	NOTFOUND
برخوار	NOTFOUND
برخشان	NOTFOUND
برخو	رَخْو
برداد	NOTFOUND
البرادان	بَرّاد
البردان	NOTFOUND
برد	بُرْد,بَرَد,بَرَّد,رَدّ,بَرُد,بَرْد
بردرايا	NOTFOUND
بردسير	NOTFOUND
بردنيس	NOTFOUND
بردون	NOTFOUND
برديا	بَرْدِيّ
برديج	NOTFOUND
برديس	بَرْدِيس
بردى	بَرَدَى,بَرْدِيّ,بُرْد,بَرَد,رَدَى,رَدّ,بَرْد
برذاور	NOTFOUND
برذعة	بَرْذَعَة
ببرذعة	بَرْذَعَة
برذون	بِرْذَوْن
برذيش	NOTFOUND
برزاباذان	NOTFOUND
برزاط	NOTFOUND
برزبين	NOTFOUND
برز	رُزّ,بَرَّز,بَرَز,بَرُز
البرزمان	NOTFOUND
برزمهران	NOTFOUND
برزنج	NOTFOUND
برزند	NOTFOUND
برزماهن	NOTFOUND
برزن	بَرَّز,بَرَز,بَرُز
برزه	رَزَّة,رُزّ,بَرَّز,بَرَز,بَرُز
برزة	رَزَّة,رُزّ,بَرَّز,بَرَز,بَرُز
برزويه	NOTFOUND
برسانجرد	NOTFOUND
برسان	NOTFOUND
برسحور	NOTFOUND
برسخان	NOTFOUND
برس	برِس
برسف	رَسْف
برسيم	بِرْسِيم
برشاعة	NOTFOUND
برشانة	بُرْشام
برشليانة	NOTFOUND
البرشلية	NOTFOUND
برشهر	NOTFOUND
برطاس	NOTFOUND
برطلى	رَطْل
برطوبة	رُطُوبَة
برعش	NOTFOUND
برع	بَرُع,بَرَع-َ
برعة	بَرُع,بَرَع-َ
برغث	NOTFOUND
برغر	بَرْغَر
برغوث	بَرْغُوث,رَغُوث
برفشخ	NOTFOUND
برقاء	رَقّاء
البرقاء	NOTFOUND
برقان	بَرْق
البرقانية	NOTFOUND
برقتان	NOTFOUND
البرقعة	NOTFOUND
برقعيد	NOTFOUND
برق	رَقّ,رِقّ,بَرْق,بَرَق
برقولش	NOTFOUND
برقة	رَقّ,رِقّ,بَرْق,رِقَّة,بَرَق,بَرْقَة
برقة	رَقّ,رِقّ,بَرْق,رِقَّة,بَرَق,بَرْقَة
بارق	آرِق,أَرِق,أَرَق,أَرَقّ,بارِق
بركاوان	NOTFOUND
بركد	NOTFOUND
البرك	بِرْكَة
برك	بِرْكَة,بَرّ,بُرّ,بِرّ,بَرَك,بَرَّك
بركوت	NOTFOUND
برلس	NOTFOUND
برماقان	NOTFOUND
برمس	رَمْس
برملاحة	NOTFOUND
برم	بُرْمَة,بَرِم-َ,بَرَّم,بَرِم,رَمّ,بَرَم
برمنش	NOTFOUND
برمة	بُرْمَة,بَرِم,بَرَّم,رِمَّة,رُمَّة,رَمّ,بَرَم
برندق	NOTFOUND
برنوذ	NOTFOUND
برنوه	رُنُوّ,رَنْوَة
برنيق	NOTFOUND
برنيل	NOTFOUND
بروج	رُوج,برُوج,بُرْج
بروجرد	NOTFOUND
البرود	بُرُود,بَرُود
بروقة	رَوْق,رُوقَة,بُرُوق
بروقان	NOTFOUND
برونجرد	NOTFOUND
برونداس	NOTFOUND
برونس	NOTFOUND
برووقتان	NOTFOUND
البروية	NOTFOUND
برهوت	NOTFOUND
البرة	NOTFOUND
بريانة	رَيّان,رِيان
بريث	NOTFOUND
البريت	NOTFOUND
البريدن	NOTFOUND
بريدة	رَوْد,بُرَيْدَة,بَرِيد
البريراء	NOTFOUND
بريش	رِيش
بريشو	NOTFOUND
البريص	NOTFOUND
البريقان	إِبْرِيق,بَرِيق
البريقة	NOTFOUND
البريكان	NOTFOUND
بريك	بَرِّيّ,رَيّ
بريل	NOTFOUND
بريم	بَرِيم,رِئْم,رِيم
بريه	بَرِيَّة,رِئَة,بَرِّيَّة,بَرِّيّ,رَيّ
بزاخة	NOTFOUND
بزار	بَزّار
البزاز	بُزّ,بَزّاز
بزاعة	NOTFOUND
بزاق	بُزاق
بزان	بُزّ,زانِي,زان
بزانة	زانَة,زان
بزدان	NOTFOUND
بزدة	NOTFOUND
بزديغرة	NOTFOUND
بزرجسابور	NOTFOUND
بزرة	بَزَّر,بِزْر,بَزَر-ِ,زِرّ
البز	بُزّ,بَزّ
بزغام	NOTFOUND
بزقباذ	NOTFOUND
بزكوار	NOTFOUND
بزليانة	NOTFOUND
بزماقان	NOTFOUND
برنان	رَنّان
بزنر	NOTFOUND
بزنيروذ	NOTFOUND
البزواء	NOTFOUND
بزوغى	بُزُوغ
بزوفر	NOTFOUND
بزيان	زِيان,زَيان
بزيذي	NOTFOUND
بزيقيا	NOTFOUND
بزي	زِيّ,بُزّ,بَزّ
بسا	بَسّ
بساء	NOTFOUND
بساسة	بَسَّة,سِياسِيّ
بساق	ساقِي,ساق
بسان	سان
بسبط	سِبْط,سَبِط
بسبة	سَبّ,سُبَّة,سَبَّة,سَبَه
بست	باس,سِتّ,بَسّ
بسترة	بَسْتَر,بَسْتَرَة,سُتْرَة,سِتار,سِتْر
بستيغ	NOTFOUND
البسراط	NOTFOUND
بسر	بَسَر,سُرّ,بُسْر,سِرّ
بسرفوث	NOTFOUND
البسرة	بُسْر
بس	بَسّ
بسطام	سِطام
بسطة	بَسْط,بَسْطَة,بَسَّط,بَسَط,بِساط
بسفرجان	NOTFOUND
بسكاس	NOTFOUND
بسكاير	سِيكارَة
البسكت	NOTFOUND
بسكرة	سَكْرَة,سُكْر,سُكَّر
بسل	سَلّ,بَسُل,سِلّ
بسلة	بِزِلَّة,سَلّ,سَلَّة,سِلّ
بسوسا	NOTFOUND
بسومة	NOTFOUND
بسوى	سَوِيّ,سِوَى
بسيان	سِيان
البسيطة	بَسِيط,بَسِيطَة
بسي	سِي
بشاءة	NOTFOUND
بشار	بَشّار,شارِي
بشام	شام
بشان	NOTFOUND
بشائم	NOTFOUND
بشبراط	NOTFOUND
بشبق	شُبُق,شَبِق,شَبَق
بشتان	شَتّان
بشت	باش,شَتّ,بَشّ-َ,بُشْت
بشترى	NOTFOUND
بشتنقان	NOTFOUND
بشتنفروش	NOTFOUND
بشتن	باش
بشتير	NOTFOUND
البشر	بُشْر,بِشْر,بَشَر
البشرود	NOTFOUND
بشرى	شِرَى,بُشْر,بُشْرَى,شَرّ,بِشْر,بَشَرِيّ,شَرْي,بَشَر,بُشْرَة
بشكان	NOTFOUND
بشكلار	NOTFOUND
بشلاو	NOTFOUND
بشمى	بَشَم,شَمِّيّ,شَمّ
بشم	بَشَم,بَشِم-َ,شَمّ
البشمور	NOTFOUND
بشواذق	NOTFOUND
بشيت	شِيت
بشير	شِير,بَشِير
بشيلة	شَيْلَة
بشنى	شَنّ
بصاق	بُصاق
البصر	بَصَر
البصرة	بَصْرَة
بصرى	بَصْرِيّ,بَصَرِيّ,بَصَر
البصل	بَصَل
البصلية	بَصَلِيّ
بصنا	بَصّ-ِ,بَصّ
بصيدا	صَيْداء
بضاعة	بِضاعَة
بضة	بَضّ-ِ,بَضّ
البضيض	بَضِيض
البضيع	NOTFOUND
البطاح	أَبْطَح
البطانة	بَطانَة
البطائح	بَطِيحَة
البطحاء	أَبْطَح
بطحاء	أَبْطَح
بطحان	طَحّان
